#,Filename,Category,DateHint,FoundInHTML,MsgID,GregDate,HijriDate,Duration,PossibleSeries,LessonNum,TitleHint,TextSnippet
167,AUD-20221221-WA0002.m4a,AUD-YYYYMMDD-WA,21/12/2022,YES,2709,21/12/2022,,29:09,,,إتمام المنة,‏🔸 [ القراءة والتعليق على كتاب #إتمام_المنة شرح أصول السنة للإمام أحمد ] 🔸 تأليف العلامة أحمد بن يحيى النجمي رحمه الله 🔹 الدرس الثاني لفضيلة الشيخ حسن بن محمد منصور الدغريري -حفظه الله ورعاه- ☑ الثلاثاء ٢٦ / ٥ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://a.top4top.io/m_25469sk3y1.m4a 00:00 ـ──━━◉ 29:09 
168,AUD-20221228-WA0001.m4a,AUD-YYYYMMDD-WA,28/12/2022,YES,2748,28/12/2022,,28:42,,,إتمام المنة,‏🔸 [ القراءة والتعليق على كتاب #إتمام_المنة شرح أصول السنة للإمام أحمد ] 🔸 تأليف العلامة أحمد بن يحيى النجمي رحمه الله 🔹 الدرس الثالث لفضيلة الشيخ حسن بن محمد منصور الدغريري -حفظه الله ورعاه- ☑ الثلاثاء ٤ / ٦ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://d.top4top.io/m_2553i8uwu1.m4a 00:00 ـ──━━◉ 28:42 ا
169,AUD-20230103-WA0015.m4a,AUD-YYYYMMDD-WA,03/01/2023,YES,2792,04/01/2023,,14:33,,,إتمام المنة,‏🔸 [ القراءة والتعليق على كتاب #إتمام_المنة شرح أصول السنة للإمام أحمد ] 🔸 تأليف العلامة أحمد بن يحيى النجمي رحمه الله 🔹 الدرس الرابع لفضيلة الشيخ حسن بن محمد منصور الدغريري -حفظه الله ورعاه- ☑ الثلاثاء ١٠ / ٦ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://e.top4top.io/m_255925mx41.m4a 00:00 ـ──━━◉ 14:33 
170,AUD-20230111-WA0003.m4a,AUD-YYYYMMDD-WA,11/01/2023,YES,2846,11/01/2023,,41:21,,,إتمام المنة,‏🔸 [ القراءة والتعليق على كتاب #إتمام_المنة شرح أصول السنة للإمام أحمد ] 🔸 تأليف العلامة أحمد بن يحيى النجمي رحمه الله 🔹 الدرس الخامس لفضيلة الشيخ حسن بن محمد منصور الدغريري -حفظه الله ورعاه- ☑ الثلاثاء ١٧ / ٦ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://j.top4top.io/m_2566z23ir1.m4a 00:00 ـ──━━◉ 41:21 
171,AUD-20230117-WA0020.m4a,AUD-YYYYMMDD-WA,17/01/2023,YES,2878,18/01/2023,,38:09,,,إتمام المنة,‏🔸 [ القراءة والتعليق على كتاب #إتمام_المنة شرح أصول السنة للإمام أحمد ] 🔸 تأليف العلامة أحمد بن يحيى النجمي رحمه الله 🔹 الدرس السادس والأخير لفضيلة الشيخ حسن بن محمد منصور الدغريري -حفظه الله ورعاه- ☑ الثلاثاء ٢٤ / ٦ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://k.top4top.io/m_25734gux31.m4a 00:00 ـ──━━
172,AUD-20230124-WA0016.m4a,AUD-YYYYMMDD-WA,24/01/2023,YES,2907,25/01/2023,,31:09,,,الفضل المبين,‏🔸 [ القراءة والتعليق على كتاب #الفضل_المبين من رب العالمين بالتعليق على #أصل_السنة_واعتقاد_الدين ] 🔸 تأليف العلامة أحمد بن يحيى النجمي -رحمه الله- 🔹 الدرس الأول لفضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ☑ الثلاثاء ٢ / ٧ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://g.top4top.io/m_2580kmq3i1.m4a 
173,AUD-20230131-WA0007.m4a,AUD-YYYYMMDD-WA,31/01/2023,YES,2943,01/02/2023,,34:10,,,الفضل المبين,‏🔸 [ القراءة والتعليق على كتاب #الفضل_المبين من رب العالمين بالتعليق على #أصل_السنة_واعتقاد_الدين ] 🔸 تأليف العلامة أحمد بن يحيى النجمي -رحمه الله- 🔹 الدرس الثاني لفضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ☑ الثلاثاء ٩ / ٧ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://b.top4top.io/m_2587eh97h1.m4a
174,AUD-20230207-WA0012.m4a,AUD-YYYYMMDD-WA,07/02/2023,YES,2966,08/02/2023,,27:07,,,الفضل المبين,‏🔸 [ القراءة والتعليق على كتاب #الفضل_المبين من رب العالمين بالتعليق على #أصل_السنة_واعتقاد_الدين ] 🔸 تأليف العلامة أحمد بن يحيى النجمي -رحمه الله- 🔹 الدرس الثالث لفضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ☑ الثلاثاء ١٦ / ٧ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://b.top4top.io/m_2594u1wyd1.m4
175,AUD-20230214-WA0018.m4a,AUD-YYYYMMDD-WA,14/02/2023,YES,2994,15/02/2023,,32:39,,,الفضل المبين,‏🔸 [ القراءة والتعليق على كتاب #الفضل_المبين من رب العالمين بالتعليق على #أصل_السنة_واعتقاد_الدين ] 🔸 تأليف العلامة أحمد بن يحيى النجمي -رحمه الله- 🔹 الدرس الرابع لفضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ☑ الثلاثاء ٢٤ / ٧ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://j.top4top.io/m_2602cig3y1.m4
176,AUD-20230221-WA0003.m4a,AUD-YYYYMMDD-WA,21/02/2023,YES,3018,22/02/2023,,19:27,,,الفضل المبين,‏🔸 [ القراءة والتعليق على كتاب #الفضل_المبين من رب العالمين بالتعليق على #أصل_السنة_واعتقاد_الدين ] 🔸 تأليف العلامة أحمد بن يحيى النجمي -رحمه الله- 🔹 الدرس الخامس لفضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ☑ الثلاثاء ١ / ٨ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://k.top4top.io/m_2608qoenv1.m4a
177,AUD-20230228-WA0048.m4a,AUD-YYYYMMDD-WA,28/02/2023,YES,3051,01/03/2023,,32:11,,,الفضل المبين,‏🔸 [ القراءة والتعليق على كتاب #الفضل_المبين من رب العالمين بالتعليق على #أصل_السنة_واعتقاد_الدين ] 🔸 تأليف العلامة أحمد بن يحيى النجمي -رحمه الله- 🔹 الدرس السادس لفضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ☑ الثلاثاء ٨ / ٨ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://k.top4top.io/m_2615drbpx1.m4a
178,AUD-20230314-WA0017.m4a,AUD-YYYYMMDD-WA,14/03/2023,YES,3094,14/03/2023,,26:57,,,الفضل المبين,‏🔸 [ القراءة والتعليق على كتاب #الفضل_المبين من رب العالمين بالتعليق على #أصل_السنة_واعتقاد_الدين ] 🔸 تأليف العلامة أحمد بن يحيى النجمي -رحمه الله- 🔹 الدرس السابع لفضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ☑ الثلاثاء ٢٢ / ٨ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://d.top4top.io/m_2629muklh1.m4
179,AUD-20230322-WA0003.m4a,AUD-YYYYMMDD-WA,22/03/2023,YES,3119,22/03/2023,,18:06,,,الفضل المبين,‏🔸 [ القراءة والتعليق على كتاب #الفضل_المبين من رب العالمين بالتعليق على #أصل_السنة_واعتقاد_الدين ] 🔸 تأليف العلامة أحمد بن يحيى النجمي -رحمه الله- 🔹 الدرس الثامن والأخير لفضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ☑ الثلاثاء ٢٩ / ٨ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://b.top4top.io/m_2637w
180,AUD-20230421-WA0015-[AudioTrimmer.com].m4a,AUD-YYYYMMDD-WA,21/04/2023,YES,3216,22/04/2023,1444/10/01,9:59,خطبة عيد,,#جديد_الخطب,🔸[ #جديد_الخطب ]🔸 ❒ [خطبة عيد الفطر لعام ١٤٤٤هـ] ❒ 🔸 لفضيلة الشيخ : حسن بن محمد منصور الدغريري حفظه الله 🔸 ☑ ❲١ شوال ١٤٤٤هـ❳ 🎙للإستماع إلى الصوتية : https://j.top4top.io/m_2668eokbr1.m4a 00:00 ـ──━━━━◉ 9:59 ا⇄ا ▷▷ I I ◁◁ ↻ رابط القناة على التلجرام⇙ ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/3216 ╰─═┅┅┅┅
181,AUD-20230504-WA0004.m4a,AUD-YYYYMMDD-WA,04/05/2023,YES,3242,04/05/2023,,37:15,,,أعلام السنة المنشورة,‏🔸 [ القراءة والتعليق على كتاب #أعلام_السنة_المنشورة لاعتقاد الطائفة الناجية المنصورة ] 🔸 تأليف العلامة حافظ بن أحمد الحكمي رحمه الله 🔹 الدرس الأول لفضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ☑ الثلاثاء ١٢ / ١٠ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://k.top4top.io/m_2680e2n7x1.m4a 00:00 ـ──━━◉
182,AUD-20230510-WA0000.m4a,AUD-YYYYMMDD-WA,10/05/2023,YES,3258,10/05/2023,,24:26,,,أعلام السنة المنشورة,‏🔸 [ القراءة والتعليق على كتاب #أعلام_السنة_المنشورة لاعتقاد الطائفة الناجية المنصورة ] 🔸 تأليف العلامة حافظ بن أحمد الحكمي رحمه الله 🔹 الدرس الثاني لفضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ☑ الثلاثاء ١٩ / ١٠ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://j.top4top.io/m_2686c9wi51.m4a 00:00 ـ──━━
183,AUD-20230512-WA0000-[AudioTrimmer.com].m4a,AUD-YYYYMMDD-WA,12/05/2023,YES,3263,12/05/2023,1444/10/22,10:06,,,جديد الخطب,🔸[ #جديد_الخطب ]🔸 ❒ [نعمة الأموال والتبرعات الشعبية لأهل السودان] ❒ 🔸 لفضيلة الشيخ : حسن بن محمد منصور الدغريري حفظه الله 🔸 ☑ ❲٢٢ شوال ١٤٤٤هـ❳ 🎙للإستماع إلى الصوتية : https://c.top4top.io/m_2688m2ovc1.m4a 00:00 ـ──━━━━◉ 10:06 ا⇄ا ▷▷ I I ◁◁ ↻ رابط القناة على التلجرام⇙ ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/darir
184,AUD-20230514-WA0000.m4a,AUD-YYYYMMDD-WA,14/05/2023,YES,3276,14/05/2023,,48:43,,,المورد العذب الزلال,‏🔸 [ القراءة والتعليق على كتاب #المورد_العذب_الزلال فيما انتقد على بعض المناهج الدعوية من العقائد والأعمال ] 🔸 تأليف العلامة أحمد بن يحيى النجمي -رحمه الله- 🔹 مجلس السماع الأول لفضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ☑ السبت ٢٣ / ١٠ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://c.top4top.io/m_2
185,AUD-20230517-WA0010.m4a,AUD-YYYYMMDD-WA,17/05/2023,YES,3308,21/05/2023,,30:46,,,أعلام السنة المنشورة,‏🔸 [ القراءة والتعليق على كتاب #أعلام_السنة_المنشورة لاعتقاد الطائفة الناجية المنصورة ] 🔸 تأليف العلامة حافظ بن أحمد الحكمي رحمه الله 🔹 الدرس الثالث لفضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ☑ الثلاثاء ٢٦ / ١٠ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://e.top4top.io/m_26962yapp1.m4a 00:00 ـ──━━
186,AUD-20230519-WA0006-[AudioTrimmer.com].m4a,AUD-YYYYMMDD-WA,19/05/2023,YES,3295,19/05/2023,1444/10/29,9:22,,,جديد الخطب,🔸[ #جديد_الخطب ]🔸 ❒ [الحذر من المال الحرام والرِّشوة] ❒ 🔸 لفضيلة الشيخ : حسن بن محمد منصور الدغريري حفظه الله 🔸 ☑ ❲٢٩ شوال ١٤٤٤هـ❳ 🎙للإستماع إلى الصوتية : https://g.top4top.io/m_26956d59o1.m4a 00:00 ـ──━━━━◉ 9:22 ا⇄ا ▷▷ I I ◁◁ ↻ رابط القناة على التلجرام⇙ ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/3295 ╰
187,AUD-20230520-WA0010.m4a,AUD-YYYYMMDD-WA,20/05/2023,YES,3312,21/05/2023,,26:36,,,المورد العذب الزلال,‏🔸 [ القراءة والتعليق على كتاب #المورد_العذب_الزلال فيما انتقد على بعض المناهج الدعوية من العقائد والأعمال ] 🔸 تأليف العلامة أحمد بن يحيى النجمي -رحمه الله- 🔹 مجلس السماع الثاني لفضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ☑ السبت ٣٠ / ١٠ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://d.top4top.io/m_
188,AUD-20230531-WA0007.m4a,AUD-YYYYMMDD-WA,31/05/2023,YES,3341,31/05/2023,,40:32,,,أعلام السنة المنشورة,‏🔸 [ القراءة والتعليق على كتاب #أعلام_السنة_المنشورة لاعتقاد الطائفة الناجية المنصورة ] 🔸 تأليف العلامة حافظ بن أحمد الحكمي رحمه الله 🔹 الدرس الرابع لفضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ☑ الثلاثاء ١٠ / ١١ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://t.me/daririhasan/3341 00:00 ـ──━━◉ 40:32 
189,AUD-20230603-WA0018.m4a,AUD-YYYYMMDD-WA,03/06/2023,YES,3354,04/06/2023,,28:31,,,المورد العذب الزلال,‏🔸 [ القراءة والتعليق على كتاب #المورد_العذب_الزلال فيما انتقد على بعض المناهج الدعوية من العقائد والأعمال ] 🔸 تأليف العلامة أحمد بن يحيى النجمي -رحمه الله- 🔹 مجلس السماع الثالث لفضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ☑ السبت ١٤ / ١١ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://t.me/daririhasa
190,AUD-20230608-WA0002.m4a,AUD-YYYYMMDD-WA,08/06/2023,YES,3371,08/06/2023,,47:17,,,أعلام السنة المنشورة,‏🔸 [ القراءة والتعليق على كتاب #أعلام_السنة_المنشورة لاعتقاد الطائفة الناجية المنصورة ] 🔸 تأليف العلامة حافظ بن أحمد الحكمي رحمه الله 🔹 الدرس الخامس لفضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ☑ الثلاثاء ١٧ / ١١ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://t.me/daririhasan/3371 00:00 ـ──━━◉ 47:17 
191,AUD-20230611-WA0010.m4a,AUD-YYYYMMDD-WA,11/06/2023,YES,3382,11/06/2023,,37:27,,,المورد العذب الزلال,‏🔸 [ القراءة والتعليق على كتاب #المورد_العذب_الزلال فيما انتقد على بعض المناهج الدعوية من العقائد والأعمال ] 🔸 تأليف العلامة أحمد بن يحيى النجمي -رحمه الله- 🔹 مجلس السماع الرابع لفضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ☑ السبت ٢١ / ١١ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://t.me/daririhasa
192,AUD-20230611-WA0024.m4a,AUD-YYYYMMDD-WA,11/06/2023,YES,3392,13/06/2023,,35:37,تنبيه الأنام,,كتاب الحج,‏🔸 [ القراءة والتعليق على #كتاب_الحج من كتاب تنبيه الأنام على ما في كتاب سبل السلام من الفوائد والأحكام ] 🔸 تأليف العلامة أحمد بن يحيى النجمي -رحمه الله- 🔹 الدرس الأول لفضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ☑ الأحد ٢٢ / ١١ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://t.me/daririhasan/3392 00:
